index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
0,3,full,right,False,12.412777185440063,llama3.1,XO
1,5,left,full,False,15.348705768585205,llama3.1,XO
2,5,none,none,True,15.577889442443848,llama3.1,XO
3,3,full,left,False,12.328829765319824,llama3.1,XO
4,4,left,full,False,14.172808408737183,llama3.1,XO
5,4,full,none,False,13.449085235595703,llama3.1,XO
6,3,full,right,False,12.417741298675537,llama3.1,XO
7,4,none,none,True,13.704158306121826,llama3.1,XO
8,3,left,left,True,12.225764989852905,llama3.1,XO
9,5,left,right,False,15.67852783203125,llama3.1,XO
0,5,none,none,True,14.41929578781128,llama3.1,digits
1,4,full,left,False,13.577322959899902,llama3.1,digits
2,3,left,left,True,11.848261594772339,llama3.1,digits
3,3,full,full,True,11.857488632202148,llama3.1,digits
4,4,right,right,True,13.645253419876099,llama3.1,digits
5,4,full,right,False,13.555152177810669,llama3.1,digits
6,3,left,right,False,11.933106899261475,llama3.1,digits
7,3,full,left,False,11.79343557357788,llama3.1,digits
8,3,full,full,True,11.932440757751465,llama3.1,digits
9,3,full,none,False,12.049195289611816,llama3.1,digits
0,3,none,none,True,12.779686450958252,llama3.1,letters
1,5,none,none,True,16.085190296173096,llama3.1,letters
2,5,left,full,False,15.916196823120117,llama3.1,letters
3,5,full,left,False,15.81338882446289,llama3.1,letters
4,5,full,right,False,15.796510696411133,llama3.1,letters
5,3,left,full,False,12.365771055221558,llama3.1,letters
6,3,left,full,False,12.548795223236084,llama3.1,letters
7,5,full,left,False,16.104161739349365,llama3.1,letters
8,5,right,right,True,16.064135313034058,llama3.1,letters
9,5,left,left,True,15.777384519577026,llama3.1,letters
0,5,left,full,False,15.751584529876709,llama3.1,symbols
1,4,right,right,True,14.068427085876465,llama3.1,symbols
2,5,left,full,False,15.775999546051025,llama3.1,symbols
3,5,left,full,False,16.625229835510254,llama3.1,symbols
4,4,right,left,False,14.151304244995117,llama3.1,symbols
5,3,left,left,True,12.921045064926147,llama3.1,symbols
6,4,right,right,True,16.023555517196655,llama3.1,symbols
7,5,left,left,True,16.308390140533447,llama3.1,symbols
8,3,90,left,False,13.444890260696411,llama3.1,symbols
9,5,full,right,False,17.762650966644287,llama3.1,symbols
