index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
0,3,left,full,False,8.554771184921265,phi3:mini,XO
1,4,none,none,True,9.304578065872192,phi3:mini,XO
2,4,none,none,True,9.19146728515625,phi3:mini,XO
3,4,none,none,True,9.032229900360107,phi3:mini,XO
4,3,full,full,True,8.4971923828125,phi3:mini,XO
5,4,full,none,False,9.333367109298706,phi3:mini,XO
6,3,right,left,False,8.144304990768433,phi3:mini,XO
7,3,full,full,True,8.104372501373291,phi3:mini,XO
8,5,full,right,False,11.13284182548523,phi3:mini,XO
9,4,left,left,True,9.476024389266968,phi3:mini,XO
0,3,right,right,True,8.363291263580322,phi3:mini,digits
1,4,right,right,True,9.88419508934021,phi3:mini,digits
2,4,right,left,False,10.146649837493896,phi3:mini,digits
3,4,full,full,True,9.968611240386963,phi3:mini,digits
4,3,right,right,True,8.808406114578247,phi3:mini,digits
5,3,full,left,False,9.229288101196289,phi3:mini,digits
6,3,none,none,True,8.802362203598022,phi3:mini,digits
7,3,full,full,True,8.740653038024902,phi3:mini,digits
8,5,right,left,False,11.57524061203003,phi3:mini,digits
9,3,right,full,False,8.824562072753906,phi3:mini,digits
0,5,right,right,True,10.479261875152588,phi3:mini,letters
1,4,right,left,False,9.299369096755981,phi3:mini,letters
2,4,full,left,False,9.272646427154541,phi3:mini,letters
3,4,none,none,True,9.501157760620117,phi3:mini,letters
4,4,right,full,False,9.504230737686157,phi3:mini,letters
5,5,none,none,True,10.32362985610962,phi3:mini,letters
6,4,right,right,True,9.540067911148071,phi3:mini,letters
7,5,right,right,True,10.640904426574707,phi3:mini,letters
8,4,right,right,True,10.025510787963867,phi3:mini,letters
9,5,right,left,False,11.150397062301636,phi3:mini,letters
0,5,right,full,False,11.580928564071655,phi3:mini,symbols
1,3,right,none,False,8.768891334533691,phi3:mini,symbols
2,5,right,left,False,11.146592378616333,phi3:mini,symbols
3,3,right,full,False,8.957056999206543,phi3:mini,symbols
4,4,full,full,True,9.713065147399902,phi3:mini,symbols
5,3,full,full,True,8.736003398895264,phi3:mini,symbols
6,3,right,full,False,9.177141189575195,phi3:mini,symbols
7,3,full,right,False,8.537296056747437,phi3:mini,symbols
8,5,right,left,False,11.796361923217773,phi3:mini,symbols
9,3,full,left,False,8.804528951644897,phi3:mini,symbols
