index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
0,5,right,right,True,20.144486904144287,phi3:mini,digits
1,3,right,none,False,13.736708641052246,phi3:mini,digits
2,4,right,right,True,15.29575800895691,phi3:mini,digits
3,5,full,none,False,22.4636173248291,phi3:mini,digits
4,5,full,none,False,21.874436616897583,phi3:mini,digits
5,3,right,right,True,13.900956153869629,phi3:mini,digits
6,5,none,right,False,22.277645111083984,phi3:mini,digits
7,5,none,none,True,19.32486057281494,phi3:mini,digits
8,3,right,left,False,12.02033519744873,phi3:mini,digits
9,3,right,left,False,14.581662893295288,phi3:mini,digits
10,4,right,right,True,17.131362915039062,phi3:mini,digits
11,4,right,full,False,14.868403434753418,phi3:mini,digits
12,4,right,left,False,14.880610942840576,phi3:mini,digits
13,4,full,left,False,16.87681746482849,phi3:mini,digits
14,3,full,right,False,11.54885721206665,phi3:mini,digits
15,5,right,left,False,19.360584259033203,phi3:mini,digits
16,3,full,left,False,11.452218294143677,phi3:mini,digits
17,5,none,none,True,18.56007218360901,phi3:mini,digits
18,5,full,full,True,20.407429456710815,phi3:mini,digits
19,3,right,right,True,11.776258945465088,phi3:mini,digits
0,3,none,none,True,12.472981691360474,phi3:mini,letters
1,3,left,left,True,10.444718360900879,phi3:mini,letters
2,5,full,left,False,16.395252227783203,phi3:mini,letters
3,5,right,left,False,13.401751518249512,phi3:mini,letters
4,4,left,right,False,13.60439419746399,phi3:mini,letters
5,4,right,right,True,13.085043907165527,phi3:mini,letters
6,4,left,left,True,13.780608177185059,phi3:mini,letters
7,5,right,right,True,14.412848472595215,phi3:mini,letters
8,4,none,none,True,11.359983205795288,phi3:mini,letters
9,3,right,right,True,9.928815364837646,phi3:mini,letters
10,3,right,full,False,10.989189624786377,phi3:mini,letters
11,3,none,none,True,9.808766841888428,phi3:mini,letters
12,5,full,right,False,12.087340593338013,phi3:mini,letters
13,4,right,left,False,12.5935378074646,phi3:mini,letters
14,3,right,left,False,10.469593048095703,phi3:mini,letters
15,5,full,right,False,13.959889888763428,phi3:mini,letters
16,5,right,right,True,14.667659759521484,phi3:mini,letters
17,5,none,none,True,15.248538255691528,phi3:mini,letters
18,4,right,left,False,10.496976375579834,phi3:mini,letters
19,5,right,right,True,13.279565811157227,phi3:mini,letters
0,4,right,left,False,12.309941053390503,phi3:mini,symbols
1,3,right,left,False,10.757230281829834,phi3:mini,symbols
2,3,none,none,True,9.929949522018433,phi3:mini,symbols
3,5,none,none,True,11.677833795547485,phi3:mini,symbols
4,3,right,full,False,8.440857887268066,phi3:mini,symbols
5,4,right,left,False,10.39314341545105,phi3:mini,symbols
6,3,right,right,True,8.884666919708252,phi3:mini,symbols
7,3,full,right,False,8.498535871505737,phi3:mini,symbols
8,4,full,full,True,11.389371156692505,phi3:mini,symbols
9,4,left,right,False,12.321110486984253,phi3:mini,symbols
10,5,right,left,False,11.805350542068481,phi3:mini,symbols
11,4,right,right,True,9.888382196426392,phi3:mini,symbols
12,5,full,full,True,11.380962610244751,phi3:mini,symbols
13,4,full,right,False,9.724356651306152,phi3:mini,symbols
14,5,full,left,False,11.585047245025635,phi3:mini,symbols
15,3,full,right,False,9.86765170097351,phi3:mini,symbols
16,4,full,right,False,11.46788763999939,phi3:mini,symbols
17,3,left,none,False,8.70457911491394,phi3:mini,symbols
18,3,right,left,False,8.520843744277954,phi3:mini,symbols
19,5,full,full,True,12.788551807403564,phi3:mini,symbols
