index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
0,3,left,left,True,17.424864530563354,phi3:mini,digits
1,3,right,left,False,8.189412593841553,phi3:mini,digits
2,3,none,none,True,8.22462010383606,phi3:mini,digits
3,3,full,full,True,8.200358867645264,phi3:mini,digits
4,3,full,left,False,8.160282850265503,phi3:mini,digits
5,3,none,right,False,8.268043518066406,phi3:mini,digits
6,3,full,left,False,8.231894969940186,phi3:mini,digits
7,3,none,none,True,8.20829725265503,phi3:mini,digits
8,3,right,left,False,8.18640398979187,phi3:mini,digits
9,3,right,right,True,8.223483562469482,phi3:mini,digits
10,3,left,right,False,8.222929954528809,phi3:mini,digits
11,3,right,left,False,8.3008873462677,phi3:mini,digits
12,3,none,right,False,8.306727170944214,phi3:mini,digits
13,3,none,none,True,8.23234224319458,phi3:mini,digits
14,3,right,right,True,8.367175340652466,phi3:mini,digits
15,3,right,left,False,8.264568328857422,phi3:mini,digits
16,3,right,right,True,8.41549563407898,phi3:mini,digits
17,3,full,full,True,8.143333435058594,phi3:mini,digits
18,3,full,right,False,8.335014581680298,phi3:mini,digits
19,3,none,none,True,8.432306051254272,phi3:mini,digits
20,3,right,left,False,8.207743883132935,phi3:mini,digits
21,3,left,right,False,8.331417083740234,phi3:mini,digits
22,3,none,right,False,8.367652416229248,phi3:mini,digits
23,3,right,full,False,8.44555115699768,phi3:mini,digits
24,3,right,full,False,8.375716209411621,phi3:mini,digits
25,3,right,right,True,8.384145498275757,phi3:mini,digits
26,3,none,none,True,8.476897239685059,phi3:mini,digits
27,3,none,none,True,8.630048513412476,phi3:mini,digits
28,3,left,right,False,8.632188558578491,phi3:mini,digits
29,3,left,full,False,8.452796459197998,phi3:mini,digits
30,3,right,left,False,8.40238881111145,phi3:mini,digits
31,3,left,right,False,8.404026508331299,phi3:mini,digits
32,3,none,none,True,8.423390865325928,phi3:mini,digits
33,3,right,full,False,8.644466638565063,phi3:mini,digits
34,3,none,none,True,8.432479619979858,phi3:mini,digits
35,3,none,none,True,8.4964919090271,phi3:mini,digits
36,3,left,left,True,8.35688829421997,phi3:mini,digits
37,3,left,full,False,8.381825685501099,phi3:mini,digits
38,3,none,none,True,8.386999607086182,phi3:mini,digits
39,3,right,left,False,8.3968505859375,phi3:mini,digits
40,3,right,left,False,8.291077375411987,phi3:mini,digits
