index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
0,3,right,left,False,12.111024141311646,phi3:mini,digits
1,3,full,full,True,7.964954614639282,phi3:mini,digits
2,3,none,none,True,8.007254838943481,phi3:mini,digits
3,3,full,right,False,7.997286558151245,phi3:mini,digits
4,3,right,right,True,8.012414693832397,phi3:mini,digits
5,3,right,left,False,8.127259254455566,phi3:mini,digits
6,3,full,full,True,8.028864622116089,phi3:mini,digits
7,3,none,none,True,8.04550290107727,phi3:mini,digits
8,3,right,full,False,8.03262734413147,phi3:mini,digits
9,3,none,none,True,8.033567428588867,phi3:mini,digits
0,3,none,none,True,8.000887870788574,phi3:mini,letters
1,3,right,right,True,7.993068695068359,phi3:mini,letters
2,3,right,left,False,7.77321982383728,phi3:mini,letters
3,3,right,left,False,7.72067666053772,phi3:mini,letters
4,3,none,none,True,7.898014307022095,phi3:mini,letters
5,3,full,left,False,7.596312999725342,phi3:mini,letters
6,3,none,none,True,7.968753337860107,phi3:mini,letters
7,3,right,full,False,7.86867880821228,phi3:mini,letters
8,3,full,left,False,7.821380615234375,phi3:mini,letters
9,3,right,none,False,7.921952486038208,phi3:mini,letters
0,3,right,full,False,7.836783170700073,phi3:mini,symbols
1,3,full,left,False,7.749334096908569,phi3:mini,symbols
2,3,none,none,True,7.896137237548828,phi3:mini,symbols
3,3,right,full,False,7.992108583450317,phi3:mini,symbols
4,3,none,none,True,8.01590347290039,phi3:mini,symbols
5,3,right,none,False,7.692219018936157,phi3:mini,symbols
6,3,full,none,False,7.901572227478027,phi3:mini,symbols
7,3,full,left,False,8.016360759735107,phi3:mini,symbols
8,3,left,full,False,7.753461837768555,phi3:mini,symbols
9,3,full,none,False,7.817025184631348,phi3:mini,symbols
